"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.687159147E2,-1.758342028E0,-1.718373299E-1,-4.858341694E0
1.687209328E2,-1.797581196E0,-1.054658890E-1,-4.808898926E0
1.687259621E2,-1.803596735E0,-1.154427528E-1,-4.749058723E0
1.687309913E2,-1.713692188E0,-1.824755669E-1,-4.556932449E0
1.687360206E2,-1.520393848E0,-3.046832085E-1,-4.273076534E0
1.687410499E2,-1.180779934E0,-4.846611023E-1,-3.890248775E0
1.687460792E2,-7.498239875E-1,-6.699800491E-1,-3.441931248E0
1.687511212E2,-3.110343218E-1,-7.774963379E-1,-2.908766270E0
1.687561505E2,1.834635735E-1,-8.781104088E-1,-2.400098801E0
1.687611798E2,6.691983938E-1,-8.963658810E-1,-1.996660709E0
1.687662091E2,1.094333410E0,-8.742182255E-1,-1.642779827E0
1.687712383E2,1.471527815E0,-9.104971886E-1,-1.266362667E0
1.687762676E2,1.650143504E0,-9.601891041E-1,-1.008323193E0
1.687812754E2,1.756818295E0,-8.871188164E-1,-7.463126183E-1
1.687863046E2,1.891495943E0,-8.063352108E-1,-5.352249146E-1
1.687913339E2,1.909973979E0,-6.244516373E-1,-3.916835785E-1
1.687963632E2,1.891368032E0,-4.275732040E-1,-3.420038223E-1
1.688013924E2,1.799718976E0,-2.031869888E-1,-3.361082077E-1
1.688064217E2,1.634849906E0,7.289361954E-2,-2.807369232E-1
1.688114601E2,1.387114644E0,3.794689178E-1,-3.124980927E-1
1.688164894E2,1.060797572E0,7.604556084E-1,-4.364528656E-1
1.688215186E2,6.892547607E-1,1.197369576E0,-5.284452438E-1
1.688265479E2,2.169948816E-1,1.621905804E0,-6.153974533E-1
1.688315772E2,-1.700320244E-1,1.999319077E0,-7.600483894E-1
1.688366064E2,-5.149110556E-1,2.397659302E0,-8.241620064E-1
1.688416456E2,-8.844773173E-1,2.753378868E0,-8.396143913E-1
1.688466749E2,-1.209265351E0,3.103445530E0,-6.300425529E-1
1.688517042E2,-1.393829584E0,3.409840107E0,-2.389278412E-1
1.688567334E2,-1.569942951E0,3.574395180E0,2.139377594E-1
1.688617627E2,-1.718525410E0,3.644517422E0,7.934389114E-1
1.688667920E2,-1.899448633E0,3.634017944E0,1.437595367E0
1.688718095E2,-2.115414381E0,3.661531448E0,2.060877800E0
1.688768387E2,-2.289901257E0,3.644786835E0,2.565733910E0
1.688818680E2,-2.327202797E0,3.618630886E0,3.003170967E0
1.688868973E2,-2.229476452E0,3.641949654E0,3.376136780E0
1.688919266E2,-2.161935329E0,3.685339928E0,3.680270195E0
1.688969558E2,-2.198438644E0,3.702904224E0,3.908665657E0
1.689020076E2,-2.061295033E0,3.780181885E0,4.121568680E0
1.689070369E2,-1.815701723E0,3.823433876E0,4.204396248E0
1.689120662E2,-1.440774918E0,3.861817837E0,4.092543602E0
1.689170955E2,-1.183050871E0,3.824452400E0,3.850344658E0
1.689221247E2,-9.992120862E-1,3.760588646E0,3.568130493E0
1.689271540E2,-7.146724463E-1,3.633512497E0,3.230753899E0
1.689321731E2,-3.628081679E-1,3.464192390E0,2.978435516E0
1.689372024E2,-3.185772896E-2,3.206156254E0,2.886848450E0
1.689422317E2,3.024170399E-1,2.905666828E0,2.979311943E0
1.689472609E2,7.740892172E-1,2.443997860E0,3.348455429E0
1.689522902E2,1.485896945E0,1.768453598E0,3.797943115E0
1.689573195E2,2.274840355E0,8.690686226E-1,4.330505371E0
1.689623296E2,3.079345703E0,-1.310162544E-1,4.906183243E0
1.689673589E2,3.830876827E0,-1.113492727E0,5.379698753E0
1.689723882E2,4.449505806E0,-1.977619886E0,5.866991043E0
1.689774175E2,4.859851360E0,-2.588815212E0,6.337656975E0
1.689824468E2,4.950301647E0,-3.020604610E0,6.739711761E0
1.689874760E2,4.742894173E0,-3.233687401E0,7.124007225E0
1.689925175E2,4.354818821E0,-3.286645412E0,7.419241905E0
1.689975468E2,3.752704859E0,-3.185486794E0,7.669065475E0
1.690025760E2,2.962335110E0,-2.974401951E0,7.718558311E0
1.690076053E2,2.107606173E0,-2.663798809E0,7.575571060E0
1.690126346E2,1.266579270E0,-2.318982840E0,7.137879372E0
1.690176638E2,5.556783676E-1,-2.047487736E0,6.353253365E0
1.690226904E2,-5.657613277E-2,-1.754997492E0,5.396385193E0
1.690277197E2,-5.535125732E-1,-1.530805588E0,4.393507004E0
1.690327489E2,-1.026140094E0,-1.361814499E0,3.444681168E0
1.690377782E2,-1.436084390E0,-1.266281605E0,2.527932167E0
1.690428075E2,-1.773828268E0,-1.221843958E0,1.752945900E0
1.690478368E2,-2.108952999E0,-1.194593191E0,9.926252365E-1
1.690528543E2,-2.345610619E0,-1.313140392E0,2.347259521E-1
1.690578835E2,-2.440732479E0,-1.450445414E0,-4.513759613E-1
1.690629128E2,-2.538145065E0,-1.610450745E0,-1.195353508E0
1.690679421E2,-2.692932367E0,-1.696656466E0,-1.918573856E0
1.690729713E2,-2.797340393E0,-1.751430273E0,-2.578428268E0
1.690780006E2,-2.889696598E0,-1.754978895E0,-3.292627811E0
1.690830291E2,-2.981572151E0,-1.706309319E0,-3.987614155E0
1.690880583E2,-3.015310287E0,-1.612151384E0,-4.577644348E0
1.690930876E2,-3.060419559E0,-1.495682001E0,-5.044226646E0
1.690981169E2,-3.196214914E0,-1.315424442E0,-5.332998276E0
1.691031461E2,-3.305825233E0,-1.054386139E0,-5.635790825E0
1.691081754E2,-3.250634670E0,-7.860889435E-1,-5.835865021E0
1.691132083E2,-3.265756845E0,-5.052461624E-1,-5.885830879E0
1.691182376E2,-3.335036278E0,-2.690129280E-1,-5.876950264E0
1.691232669E2,-3.413224697E0,-8.179950714E-2,-5.929144382E0
1.691282961E2,-3.428225040E0,6.138229370E-2,-5.970722198E0
1.691333254E2,-3.341555119E0,1.848621368E-1,-5.930187225E0
1.691383547E2,-3.213071346E0,2.150454521E-1,-5.738605499E0
1.691433944E2,-2.977800846E0,1.761403084E-1,-5.410638809E0
1.691484236E2,-2.693201542E0,9.201240540E-2,-4.869759560E0
1.691534529E2,-2.330861807E0,-8.754062653E-2,-4.159175873E0
1.691584822E2,-1.912807465E0,-2.937173843E-1,-3.355083466E0
1.691635114E2,-1.489872694E0,-5.752940178E-1,-2.523838520E0
1.691685407E2,-1.000229359E0,-9.570636749E-1,-1.698241234E0
1.691735637E2,-4.057571888E-1,-1.361296654E0,-9.922256470E-1
1.691785930E2,2.313959599E-1,-1.712333918E0,-3.213033676E-1
1.691836223E2,8.805885315E-1,-1.966080666E0,3.751211166E-1
1.691886516E2,1.453397274E0,-2.181501150E0,1.042792320E0
1.691936808E2,1.930811167E0,-2.381389618E0,1.610627174E0
1.691987101E2,2.289139748E0,-2.519275188E0,2.144027710E0
1.692037477E2,2.576132774E0,-2.524641752E0,2.442653656E0
1.692087769E2,2.672263145E0,-2.399023294E0,2.658157349E0
1.692138062E2,2.597123146E0,-2.212914467E0,2.719225883E0
1.692188355E2,2.437230110E0,-1.986103058E0,2.506600380E0
1.692238648E2,2.207085609E0,-1.742576599E0,2.075563431E0
1.692288941E2,1.962412119E0,-1.515692472E0,1.548181534E0
1.692339177E2,1.583631873E0,-1.302109957E0,8.786001205E-1
1.692389470E2,1.231321692E0,-1.048212290E0,1.454257965E-1
1.692439762E2,9.536389112E-1,-8.414108753E-1,-5.490198135E-1
1.692490055E2,6.454492807E-1,-6.543383598E-1,-1.193358898E0
1.692540348E2,3.112387657E-1,-4.807152748E-1,-1.757238388E0
1.692590641E2,1.068651676E-2,-4.055094719E-1,-2.358542919E0
1.692640951E2,-1.109260321E-1,-2.710919380E-1,-2.817842007E0
1.692691244E2,-2.786338329E-1,-1.678977013E-1,-3.099729538E0
1.692741536E2,-4.952534437E-1,-1.524171829E-1,-3.374681473E0
1.692791829E2,-7.489503622E-1,-1.115369797E-1,-3.561621666E0
1.692842122E2,-9.104827046E-1,-4.774141312E-2,-3.670208454E0
1.692892414E2,-9.681220055E-1,5.539417267E-3,-3.729284286E0
1.692942670E2,-1.084629059E0,6.017923355E-2,-3.657526493E0
1.692992962E2,-1.253316879E0,1.161870956E-1,-3.588999271E0
1.693043255E2,-1.330817699E0,2.329816818E-1,-3.415798187E0
1.693093548E2,-1.333944917E0,2.714076042E-1,-3.317339420E0
1.693143841E2,-1.361024976E0,3.461813927E-1,-3.221620560E0
1.693194133E2,-1.325755119E0,4.164304733E-1,-3.135758877E0
1.693244364E2,-1.230329037E0,4.819221497E-1,-3.026174068E0
1.693294657E2,-1.153713346E0,4.993839264E-1,-2.816240788E0
1.693344950E2,-1.074170589E0,4.972858429E-1,-2.692581654E0
1.693395243E2,-9.052925110E-1,5.351028442E-1,-2.573616028E0
1.693445535E2,-7.357861400E-1,5.792188644E-1,-2.456902981E0
1.693495828E2,-6.804250479E-1,6.080350876E-1,-2.392670155E0
1.693546199E2,-5.687908530E-1,6.479578018E-1,-2.246979237E0
1.693596492E2,-3.390071392E-1,6.723389626E-1,-2.101080418E0
1.693646784E2,-1.153926849E-1,6.593289375E-1,-1.909395695E0
1.693697077E2,4.196107388E-2,6.808738708E-1,-1.834685802E0
1.693747370E2,2.165182829E-1,6.341180801E-1,-1.673413754E0
1.693797662E2,3.770819902E-1,6.632843018E-1,-1.593441963E0
1.693848064E2,5.618226528E-1,7.012557983E-1,-1.553957939E0
1.693898357E2,6.440404654E-1,7.748990059E-1,-1.433194637E0
1.693948650E2,7.218087912E-1,9.612865448E-1,-1.370271683E0
1.693998943E2,7.209905386E-1,1.196281910E0,-1.252975941E0
1.694049235E2,7.950417995E-1,1.375131130E0,-9.596881866E-1
1.694099529E2,7.544409037E-1,1.550900459E0,-5.481548309E-1
1.694149781E2,7.232991457E-1,1.745258808E0,-1.453123093E-1
1.694200074E2,7.034809589E-1,1.948581696E0,3.183460236E-1
1.694250367E2,7.950602770E-1,2.091670513E0,7.996578217E-1
1.694300660E2,8.687499762E-1,2.229445457E0,1.303476334E0
1.694350953E2,8.983246088E-1,2.332493782E0,1.909075737E0
1.694401245E2,9.861507416E-1,2.400174618E0,2.425375938E0
1.694451316E2,1.007846475E0,2.484250546E0,2.874459267E0
1.694501608E2,9.686487913E-1,2.605381012E0,3.350069046E0
1.694551901E2,9.621379375E-1,2.709869385E0,3.816741943E0
1.694602194E2,9.526156187E-1,2.779957294E0,4.231879234E0
1.694652487E2,9.613541365E-1,2.771643639E0,4.519510269E0
1.694702780E2,9.116016626E-1,2.777385235E0,4.697035789E0
1.694753181E2,8.512060642E-1,2.856255054E0,4.726696968E0
1.694803474E2,7.469654083E-1,2.991016388E0,4.553821564E0
1.694853767E2,7.402436733E-1,3.179477692E0,4.283817291E0
1.694904059E2,6.705430746E-1,3.378972054E0,3.751568794E0
1.694954352E2,6.458377838E-1,3.604696274E0,3.057484627E0
1.695004645E2,7.310622931E-1,3.777204037E0,2.363467216E0
1.695055199E2,7.751358747E-1,3.835796356E0,1.752604485E0
1.695105492E2,7.327950001E-1,3.830564976E0,1.008372307E0
1.695155784E2,8.629164696E-1,3.756779194E0,3.712482452E-1
1.695206078E2,1.218240738E0,3.577970505E0,-1.877498627E-2
1.695256370E2,1.581518650E0,3.278794289E0,-1.820526123E-1
1.695306663E2,1.920038581E0,2.831723690E0,-2.396202087E-2
1.695356716E2,2.248417616E0,2.275643826E0,5.265283585E-1
1.695407008E2,2.525068283E0,1.682107449E0,1.249179840E0
1.695457301E2,2.861894608E0,1.060384750E0,1.955087662E0
1.695507594E2,3.198827267E0,4.745306969E-1,2.627898216E0
1.695557887E2,3.512482643E0,-1.982326508E-1,3.244033813E0
1.695608180E2,3.812779903E0,-8.464066982E-1,3.811281204E0
1.695658355E2,4.214916706E0,-1.447589159E0,4.323281288E0
1.695708647E2,4.561383247E0,-2.046717405E0,4.981937408E0
1.695758940E2,4.709229469E0,-2.500014544E0,5.622993469E0
1.695809233E2,4.883600712E0,-2.826412678E0,6.123068810E0
1.695859526E2,4.897463322E0,-3.111457109E0,6.504754066E0
1.695909819E2,4.695798874E0,-3.335119009E0,6.766527176E0
1.695960229E2,4.354430199E0,-3.510426521E0,7.016868591E0
1.696010522E2,3.879201412E0,-3.607393026E0,6.869026184E0
1.696060814E2,3.429720163E0,-3.614254475E0,6.421806335E0
1.696111107E2,3.014992714E0,-3.561715126E0,5.730479240E0
1.696161400E2,2.589280605E0,-3.477715731E0,4.852428436E0
1.696211693E2,2.145471811E0,-3.380325317E0,3.763441086E0
1.696261855E2,1.736673951E0,-3.280078173E0,2.668765068E0
1.696312147E2,1.298451900E0,-3.118655205E0,1.639731407E0
1.696362440E2,8.669471741E-1,-2.847410679E0,6.279573441E-1
1.696412733E2,4.874546528E-1,-2.542086363E0,-4.411630630E-1
1.696463025E2,1.313788891E-1,-2.203848839E0,-1.496457577E0
1.696513319E2,-1.218053102E-1,-2.020660639E0,-2.474035740E0
1.696563734E2,-2.981997728E-1,-1.934415579E0,-3.405447006E0
1.696614027E2,-4.645972252E-1,-1.838396072E0,-4.420743942E0
1.696664320E2,-5.121424198E-1,-1.779205561E0,-5.317460060E0
1.696714613E2,-5.261480808E-1,-1.684029102E0,-6.043929100E0
1.696764906E2,-5.997469425E-1,-1.532890797E0,-6.533967495E0
1.696815198E2,-7.664427757E-1,-1.349239349E0,-6.931754112E0
1.696865400E2,-8.322895765E-1,-1.129911661E0,-7.077599525E0
1.696915693E2,-8.120800257E-1,-9.057857990E-1,-7.129815102E0
1.696965986E2,-7.299379110E-1,-6.841468811E-1,-6.940091610E0
1.697016279E2,-6.672693491E-1,-5.226149559E-1,-6.477482796E0
1.697066572E2,-5.649734735E-1,-4.097995758E-1,-5.789594650E0
1.697116864E2,-4.817245007E-1,-3.655514717E-1,-5.052990437E0
1.697167138E2,-4.633394480E-1,-2.661180496E-1,-4.384402752E0
1.697217431E2,-4.958261251E-1,-1.239814758E-1,-3.728304863E0
1.697267724E2,-5.773531199E-1,1.971626282E-2,-3.098610878E0
1.697318017E2,-7.199290991E-1,6.423282623E-2,-2.528557301E0
1.697368310E2,-7.509325743E-1,1.097955704E-1,-1.895844460E0
1.697418602E2,-7.253044844E-1,1.004428864E-1,-1.221590042E0
1.697468771E2,-6.741014719E-1,-8.130073547E-4,-4.406385422E-1
1.697519063E2,-5.399297476E-1,-1.157088280E-1,2.941761017E-1
1.697569356E2,-3.031035662E-1,-2.624530792E-1,1.098342896E0
1.697619649E2,-2.803337574E-2,-4.332809448E-1,1.984525681E0
1.697669942E2,1.009165049E-1,-5.890567303E-1,2.821729660E0
1.697720235E2,2.170994282E-1,-7.338116169E-1,3.589304924E0
1.697770702E2,2.623844147E-1,-8.619785309E-1,4.185224533E0
1.697820995E2,2.696633339E-1,-9.680743217E-1,4.435831070E0
1.697871287E2,2.601511478E-1,-1.004728317E0,4.277130127E0
1.697921580E2,2.771562338E-1,-1.063072443E0,3.743071556E0
1.697971873E2,2.368925810E-1,-1.096964359E0,3.018026352E0
1.698022166E2,-6.824731827E-3,-1.153081417E0,2.049126625E0
1.698072453E2,-2.284846306E-1,-1.136543989E0,1.003421783E0
1.698122746E2,-3.825408220E-1,-1.076952457E0,-2.877521515E-2
1.698173038E2,-4.734954834E-1,-1.013384819E0,-1.055436611E0
1.698223332E2,-4.910286665E-1,-9.322707653E-1,-2.067869186E0
1.698273624E2,-5.273997784E-1,-9.278769493E-1,-2.940174103E0
1.698323917E2,-5.557867289E-1,-9.079742432E-1,-3.677983284E0
1.698374177E2,-5.804370642E-1,-9.002187252E-1,-4.401724815E0
1.698424470E2,-5.676023960E-1,-8.892302513E-1,-4.894263268E0
1.698474762E2,-5.703092813E-1,-8.141105175E-1,-5.366912842E0
1.698525055E2,-5.522012711E-1,-7.319440842E-1,-5.820028782E0
1.698575348E2,-5.387409925E-1,-5.967206955E-1,-6.115354538E0
1.698625641E2,-5.103412867E-1,-4.992082119E-1,-6.310724735E0
1.698676098E2,-4.095895290E-1,-3.842124939E-1,-6.334555626E0
1.698726391E2,-4.112546444E-1,-3.166291714E-1,-6.227581978E0
1.698776683E2,-3.956561089E-1,-2.225279808E-1,-5.956288338E0
1.698826976E2,-3.512639999E-1,-1.956973076E-1,-5.460731506E0
1.698877269E2,-2.811489105E-1,-1.150517464E-1,-4.850582123E0
1.698927562E2,-1.951454878E-1,-3.659725189E-2,-4.340787411E0
1.698977826E2,-7.167506218E-2,4.100465775E-2,-3.708198547E0
1.699028119E2,-2.032756805E-3,4.755783081E-2,-3.086474895E0
1.699078412E2,8.289110661E-2,3.981065750E-2,-2.508662224E0
1.699128705E2,1.971006393E-1,7.679605484E-2,-1.892923832E0
1.699178997E2,2.633564472E-1,1.101012230E-1,-1.382510662E0
1.699229290E2,3.030254841E-1,1.750726700E-1,-9.219884872E-1
1.699279816E2,3.952836990E-1,3.476376534E-1,-4.751958847E-1
1.699330108E2,4.512697458E-1,4.762475491E-1,-1.015987396E-1
1.699380401E2,4.377356768E-1,6.153745651E-1,2.565231323E-1
1.699430694E2,4.166495800E-1,7.742457390E-1,5.275917053E-1
1.699480987E2,4.406416416E-1,9.331169128E-1,7.430496216E-1
1.699531280E2,4.592894316E-1,1.062917233E0,8.146085739E-1
1.699581227E2,5.110412836E-1,1.147123575E0,7.279767990E-1
1.699631519E2,6.013380289E-1,1.247937202E0,6.100645065E-1
1.699681812E2,6.559556723E-1,1.348877668E0,4.033832550E-1
1.699732105E2,7.108833790E-1,1.470052481E0,1.195888519E-1
1.699782398E2,6.894824505E-1,1.538123608E0,-1.219406128E-1
1.699832691E2,6.518049240E-1,1.623492718E0,-3.001546860E-1
1.699882900E2,6.025646925E-1,1.822782040E0,-4.681625366E-1
1.699933193E2,4.578249454E-1,2.029044151E0,-6.622123718E-1
1.699983486E2,3.255261183E-1,2.209674358E0,-7.463331223E-1
1.700033779E2,1.603436470E-1,2.408670902E0,-7.354583740E-1
1.700084071E2,-3.761339188E-2,2.564538002E0,-5.511140823E-1
1.700134364E2,-2.110679150E-1,2.701506615E0,-2.845363617E-1
1.700184779E2,-3.820070028E-1,2.747974396E0,7.371997833E-2
1.700235072E2,-4.070712328E-1,2.790180206E0,6.360054016E-1
1.700285364E2,-3.850132227E-1,2.784645081E0,1.172633171E0
1.700335657E2,-4.235299230E-1,2.721341610E0,1.671900749E0
1.700385950E2,-5.100871921E-1,2.714483738E0,2.260913849E0
1.700436243E2,-5.444021821E-1,2.707820892E0,2.808547020E0
1.700486703E2,-6.362283826E-1,2.740865231E0,3.370373726E0
1.700536996E2,-8.091534376E-1,2.711986065E0,3.870299339E0
1.700587289E2,-9.965497851E-1,2.644356251E0,4.294498444E0
1.700637582E2,-1.165509701E0,2.628397942E0,4.564447403E0
1.700687874E2,-1.170763016E0,2.675357342E0,4.704658508E0
1.700738168E2,-1.067980051E0,2.698757648E0,4.617393494E0
1.700788491E2,-1.005572557E0,2.710394382E0,4.341327667E0
1.700838783E2,-1.019312263E0,2.632409573E0,3.869021416E0
1.700889076E2,-9.822338223E-1,2.447635174E0,3.216586113E0
1.700939369E2,-8.438785076E-1,2.242112160E0,2.564990044E0
1.700989662E2,-6.274209023E-1,2.055938244E0,2.083104134E0
1.701039955E2,-4.924220741E-1,1.964591026E0,1.839316368E0
1.701090249E2,-5.154125690E-1,1.858723640E0,1.785036087E0
1.701140542E2,-4.956285954E-1,1.782015324E0,1.977157593E0
1.701190835E2,-3.556940556E-1,1.543654442E0,2.326671600E0
1.701241128E2,-2.842497826E-2,1.152991772E0,2.723481178E0
1.701291420E2,3.541323543E-1,7.219705582E-1,3.189428329E0
1.701341713E2,7.845335603E-1,9.975051880E-2,3.633621216E0
1.701391781E2,1.231806159E0,-4.564495087E-1,4.162061691E0
1.701442074E2,1.543233395E0,-1.060119629E0,4.468854904E0
1.701492367E2,1.805672407E0,-1.583245516E0,4.624232292E0
1.701542660E2,2.010972023E0,-2.014983892E0,4.822539330E0
1.701592952E2,1.963893890E0,-2.370924234E0,4.944553375E0
1.701643245E2,1.847145915E0,-2.568196535E0,4.985894203E0
1.701693622E2,1.558241844E0,-2.636348009E0,4.958891869E0
1.701743914E2,1.195036411E0,-2.602267027E0,4.911720276E0
1.701794207E2,7.619500160E-1,-2.459197998E0,4.739318848E0
1.701844500E2,3.399118781E-1,-2.303105831E0,4.432385445E0
1.701894793E2,-8.309751749E-2,-2.193720102E0,4.074784279E0
1.701945086E2,-4.497691989E-1,-2.063933849E0,3.716810226E0
1.701995185E2,-7.124950886E-1,-1.911555767E0,3.325086594E0
1.702045478E2,-9.362627864E-1,-1.817925453E0,3.000166893E0
1.702095771E2,-1.226762891E0,-1.699262381E0,2.588921547E0
1.702146063E2,-1.531803608E0,-1.544029951E0,2.022350311E0
1.702196357E2,-1.772578001E0,-1.455037117E0,1.437014580E0
1.702246649E2,-1.989767075E0,-1.439154148E0,7.730464935E-1
1.702296993E2,-2.185402870E0,-1.417093277E0,6.631851196E-2
1.702347285E2,-2.407239914E0,-1.452640057E0,-6.619653702E-1
1.702397578E2,-2.688501596E0,-1.451472998E0,-1.412248135E0
1.702447871E2,-2.933166981E0,-1.393784285E0,-2.103520393E0
1.702498164E2,-3.131791353E0,-1.367045879E0,-2.702927113E0
1.702548457E2,-3.217111826E0,-1.331977844E0,-3.285291672E0
1.702598779E2,-3.284584284E0,-1.259109735E0,-3.760182858E0
1.702649072E2,-3.384727001E0,-1.035246134E0,-4.025292873E0
1.702699364E2,-3.470827579E0,-8.633120060E-1,-4.329979897E0
1.702749657E2,-3.485784769E0,-7.282586098E-1,-4.609961987E0
1.702799950E2,-3.343462229E0,-6.175327301E-1,-4.829744339E0
1.702850243E2,-3.170653343E0,-4.948277473E-1,-4.982503891E0
1.702900460E2,-2.997977734E0,-3.097376823E-1,-4.979986191E0
1.702950752E2,-2.801668406E0,-2.511415482E-1,-4.848835945E0
1.703001046E2,-2.624984264E0,-1.392116547E-1,-4.531929016E0
1.703051338E2,-2.509183407E0,4.301548004E-3,-4.223165035E0
1.703101632E2,-2.337889671E0,1.219906807E-1,-3.790896416E0
1.703151924E2,-2.064024448E0,2.066006660E-1,-3.421762466E0
1.703202269E2,-1.745226145E0,2.033257484E-1,-3.015263081E0
1.703252561E2,-1.369697213E0,6.436824799E-2,-2.535470486E0
1.703302854E2,-9.327390194E-1,-1.409463882E-1,-1.951182842E0
1.703353147E2,-5.018624067E-1,-3.819074631E-1,-1.290875435E0
1.703403440E2,-6.764793396E-2,-6.881070137E-1,-7.263088226E-1
1.703453733E2,4.781969786E-1,-1.002946138E0,-1.467990875E-1
1.703503981E2,1.052405119E0,-1.344456196E0,4.339780807E-1
1.703554274E2,1.631263018E0,-1.632356167E0,1.030968666E0
1.703604567E2,2.114385128E0,-1.822601318E0,1.518051147E0
1.703654859E2,2.457041264E0,-1.928492069E0,1.927020073E0
1.703705152E2,2.719258785E0,-1.922792435E0,2.296905518E0
1.703755445E2,2.898724794E0,-1.840161800E0,2.570792198E0
1.703805696E2,2.933330536E0,-1.717682123E0,2.708606720E0
1.703855989E2,2.883149862E0,-1.582454681E0,2.643815041E0
1.703906282E2,2.760543823E0,-1.470993280E0,2.407984734E0
1.703956574E2,2.577785015E0,-1.340075970E0,1.967706680E0
1.704006868E2,2.285487175E0,-1.184602499E0,1.449767113E0
1.704057160E2,1.958226085E0,-1.030207157E0,8.299512863E-1
1.704107580E2,1.589067936E0,-8.905150890E-1,1.391143799E-1
1.704157872E2,1.228747010E0,-7.480721474E-1,-5.081901550E-1
1.704208164E2,8.891857862E-1,-6.091711521E-1,-1.043049335E0
1.704258457E2,5.319211483E-1,-5.114176273E-1,-1.585524559E0
1.704308750E2,1.353100538E-1,-3.798770905E-1,-2.119181633E0
1.704359043E2,-2.074951530E-1,-2.881669998E-1,-2.696920395E0
1.704409553E2,-4.988611341E-1,-2.044219971E-1,-3.237698078E0
1.704459846E2,-7.916539907E-1,-6.557035446E-2,-3.665406227E0
1.704510138E2,-1.054706216E0,6.925487518E-2,-4.136089802E0
1.704560431E2,-1.299830079E0,1.264710426E-1,-4.549541473E0
1.704610723E2,-1.455800414E0,2.122011185E-1,-4.820034504E0
1.704661016E2,-1.673744440E0,2.214403152E-1,-5.163207054E0
1.704711173E2,-1.773894072E0,2.480602264E-1,-5.445284843E0
1.704761465E2,-1.833093643E0,2.832107544E-1,-5.649979591E0
1.704811758E2,-1.908723593E0,3.175673485E-1,-5.827795029E0
1.704862050E2,-1.931285739E0,3.775954247E-1,-5.854456902E0
1.704912343E2,-1.903472662E0,3.534159660E-1,-5.809185028E0
1.704962636E2,-1.803759575E0,2.400522232E-1,-5.689531326E0
1.705012750E2,-1.593305707E0,2.191772461E-1,-5.378302574E0
1.705063042E2,-1.334635496E0,2.280368805E-1,-5.004671574E0
1.705113335E2,-1.092341900E0,1.411786079E-1,-4.606472969E0
1.705163628E2,-9.452549815E-1,4.650163651E-2,-4.221639156E0
1.705213920E2,-8.906011581E-1,-4.221343994E-2,-3.790073395E0
1.705264212E2,-7.040251493E-1,-5.840539932E-2,-3.313905239E0
1.705314545E2,-4.887180924E-1,2.118682861E-2,-2.981882572E0
1.705364837E2,-2.870875597E-1,1.122717857E-1,-2.698018074E0
1.705415130E2,-8.667409420E-2,1.954994202E-1,-2.385677814E0
1.705465422E2,1.201202869E-1,3.593802452E-1,-2.009072304E0
1.705515715E2,3.117271662E-1,5.488057137E-1,-1.539588928E0
1.705566008E2,4.472025633E-1,6.751570702E-1,-1.139958858E0
1.705616559E2,5.336389542E-1,8.939294815E-1,-7.191152573E-1
1.705666852E2,5.808663368E-1,1.116196632E0,-1.932439804E-1
1.705717145E2,5.574907064E-1,1.308724880E0,3.226013184E-1
1.705767437E2,5.132522583E-1,1.399812698E0,8.907127380E-1
1.705817730E2,6.483203173E-1,1.465711117E0,1.382168770E0
1.705868022E2,8.095810413E-1,1.470689297E0,1.737147331E0
1.705917979E2,9.521111250E-1,1.476949215E0,2.297890663E0
1.705968271E2,1.049402595E0,1.419605732E0,2.927929878E0
1.706018564E2,1.048515797E0,1.417754173E0,3.594026566E0
1.706068857E2,9.941054583E-1,1.492368221E0,4.148168564E0
1.706119149E2,9.815104008E-1,1.594671249E0,4.528741837E0
1.706169442E2,1.032896996E0,1.767345905E0,4.848457336E0
1.706219839E2,1.004231215E0,1.894423485E0,5.174937248E0
1.706270132E2,8.900682926E-1,1.994242668E0,5.286202431E0
1.706320424E2,8.697488308E-1,2.114333630E0,5.154039383E0
1.706370717E2,7.780854702E-1,2.273357868E0,4.810112953E0
1.706421010E2,6.157559156E-1,2.445312023E0,4.223381042E0
1.706471302E2,4.093996286E-1,2.678742409E0,3.570889473E0
1.706521777E2,1.016848087E-1,2.952923298E0,2.950459480E0
1.706572070E2,-1.378011703E-1,3.252097607E0,2.249235153E0
1.706622362E2,-2.830927372E-1,3.551210403E0,1.471572876E0
1.706672655E2,-3.628997803E-1,3.866351128E0,6.597852707E-1
1.706722947E2,-3.701574802E-1,4.065719128E0,-1.369514465E-1
1.706773240E2,-3.740458488E-1,4.177723408E0,-7.833714485E-1
1.706823325E2,-2.522566319E-1,4.094643116E0,-1.362295628E0
1.706873617E2,-1.152908802E-2,3.914138794E0,-1.717012405E0
1.706923910E2,3.699966669E-1,3.752636909E0,-1.793744087E0
1.706974203E2,8.090815544E-1,3.529699802E0,-1.536125183E0
1.707024495E2,1.176869750E0,3.142860413E0,-8.037238121E-1
1.707074788E2,1.539898634E0,2.508177280E0,2.189683914E-1
1.707125050E2,1.990731955E0,1.715953827E0,1.209289551E0
1.707175343E2,2.555365086E0,8.444523811E-1,2.115254402E0
1.707225635E2,3.238801003E0,-8.345603943E-2,2.956761360E0
1.707275928E2,3.883598804E0,-1.071498156E0,3.775296211E0
1.707326221E2,4.447691441E0,-2.031164885E0,4.651032448E0
